label,message
ham,Please review the document and let me know.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Please review the document and let me know.
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,Please review the document and let me know.
ham,"Hey, how are you? Let me know when you can meet."
ham,Reminder: appointment at 11:00 tomorrow.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Meeting scheduled for 12:00 tomorrow. Please confirm.
ham,The report is ready. Please find attached.
ham,See you at 9:00 for lunch.
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM364
ham,Welcome to the team! Looking forward to working with you.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,See you at 9:00 for lunch.
ham,Thanks for the feedback. I will incorporate it.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Your order #7546 has been shipped.
ham,Thanks for your help with the project.
spam,Earn  per week from home! Details at http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,See you at 12:00 for lunch.
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Thanks for your help with the project.
ham,The package has been delivered.
ham,Meeting scheduled for 11:00 tomorrow. Please confirm.
spam,You have  unread messages. Check at http://spam-link.com
ham,The report is ready. Please find attached.
ham,Meeting scheduled for 9:00 tomorrow. Please confirm.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Can we reschedule our call to 17:00?
ham,Welcome to the team! Looking forward to working with you.
ham,See you at 13:00 for lunch.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,Earn  per week from home! Details at http://spam-link.com
ham,Thanks for your help with the project.
ham,Happy birthday! Have a great day!
ham,The meeting went well. Next steps are...
ham,The meeting went well. Next steps are...
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 176 now.
ham,Thanks for your help with the project.
ham,Happy birthday! Have a great day!
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,See you at 16:00 for lunch.
ham,See you at 9:00 for lunch.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Let me know if you need anything else.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,You have  unread messages. Check at http://spam-link.com
ham,Quick question: are you free at 10:00?
ham,Meeting scheduled for 16:00 tomorrow. Please confirm.
ham,The meeting went well. Next steps are...
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 3634 now.
ham,Quick question: are you free at 17:00?
ham,Reminder: appointment at 15:00 tomorrow.
ham,Can we reschedule our call to 9:00?
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
ham,Just wanted to check in. Hope you are doing well.
ham,Welcome to the team! Looking forward to working with you.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
ham,Reminder: appointment at 9:00 tomorrow.
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,You have  unread messages. Check at http://spam-link.com
ham,The report is ready. Please find attached.
ham,See you at 10:00 for lunch.
ham,Your order #2522 has been shipped.
ham,The meeting went well. Next steps are...
spam,FREE entry to win  cash! Text WIN to 4096
ham,Thanks for the update. I will review it tomorrow.
ham,Welcome to the team! Looking forward to working with you.
ham,Let me know if you need anything else.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM6366
spam,You have  unread messages. Check at http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Can we reschedule our call to 14:00?
ham,The report is ready. Please find attached.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Thanks for the update. I will review it tomorrow.
spam,You have  unread messages. Check at http://spam-link.com
ham,See you at 12:00 for lunch.
ham,I will send you the details by 12:00.
ham,Your order #1173 has been shipped.
spam,Earn  per week from home! Details at http://spam-link.com
ham,Please review the document and let me know.
ham,Please review the document and let me know.
ham,I will send you the details by 16:00.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,You have  unread messages. Check at http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,Quick question: are you free at 10:00?
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,The payment has been processed successfully.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,I will send you the details by 16:00.
spam,Free gift card worth ! Claim at http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM3969
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Your order #5568 has been shipped.
ham,Thanks for the feedback. I will incorporate it.
ham,Let me know if you need anything else.
ham,Just wanted to check in. Hope you are doing well.
spam,FREE entry to win  cash! Text WIN to 7999
ham,Meeting scheduled for 16:00 tomorrow. Please confirm.
ham,Let me know if you need anything else.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,I will send you the details by 13:00.
ham,Welcome to the team! Looking forward to working with you.
ham,I will send you the details by 16:00.
spam,Earn  per week from home! Details at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,The report is ready. Please find attached.
ham,Your order #1090 has been shipped.
ham,The report is ready. Please find attached.
ham,Happy birthday! Have a great day!
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Reminder: appointment at 16:00 tomorrow.
ham,Thanks for the feedback. I will incorporate it.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,The meeting went well. Next steps are...
ham,Reminder: appointment at 14:00 tomorrow.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM1310
ham,"Hey, how are you? Let me know when you can meet."
ham,The meeting went well. Next steps are...
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Your order #9147 has been shipped.
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 2384 now.
ham,Reminder: appointment at 16:00 tomorrow.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,I will send you the details by 14:00.
ham,Thanks for the feedback. I will incorporate it.
ham,Quick question: are you free at 9:00?
ham,The package has been delivered.
ham,Can we reschedule our call to 9:00?
ham,Reminder: appointment at 17:00 tomorrow.
ham,Let me know if you need anything else.
ham,Happy birthday! Have a great day!
ham,The report is ready. Please find attached.
ham,The meeting went well. Next steps are...
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Let me know if you need anything else.
spam,You have  unread messages. Check at http://spam-link.com
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Let me know if you need anything else.
ham,Please review the document and let me know.
ham,"Hey, how are you? Let me know when you can meet."
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,I will send you the details by 16:00.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,You have  unread messages. Check at http://spam-link.com
ham,Reminder: appointment at 11:00 tomorrow.
ham,Thanks for your help with the project.
ham,Quick question: are you free at 16:00?
ham,Happy birthday! Have a great day!
ham,The package has been delivered.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Let me know if you need anything else.
ham,Welcome to the team! Looking forward to working with you.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,FREE entry to win  cash! Text WIN to 3749
ham,Thanks for your help with the project.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,Your order #5333 has been shipped.
ham,The package has been delivered.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
ham,See you at 14:00 for lunch.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Thanks for the update. I will review it tomorrow.
ham,Welcome to the team! Looking forward to working with you.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,The package has been delivered.
ham,Can we reschedule our call to 11:00?
ham,Reminder: appointment at 9:00 tomorrow.
ham,Meeting scheduled for 14:00 tomorrow. Please confirm.
ham,Your order #977 has been shipped.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Welcome to the team! Looking forward to working with you.
ham,The report is ready. Please find attached.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
ham,Meeting scheduled for 17:00 tomorrow. Please confirm.
ham,I will send you the details by 17:00.
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,I will send you the details by 12:00.
ham,Thanks for the feedback. I will incorporate it.
ham,See you at 10:00 for lunch.
ham,Thanks for your help with the project.
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Your order #4593 has been shipped.
ham,Happy birthday! Have a great day!
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
ham,Your order #4750 has been shipped.
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,The meeting went well. Next steps are...
ham,Let me know if you need anything else.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Meeting scheduled for 11:00 tomorrow. Please confirm.
ham,Let me know if you need anything else.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM6474
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,Meeting scheduled for 16:00 tomorrow. Please confirm.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,Thanks for the update. I will review it tomorrow.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Happy birthday! Have a great day!
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,Happy birthday! Have a great day!
ham,Just wanted to check in. Hope you are doing well.
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Quick question: are you free at 14:00?
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,I will send you the details by 16:00.
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 855 now.
ham,Thanks for the update. I will review it tomorrow.
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
ham,Welcome to the team! Looking forward to working with you.
ham,The report is ready. Please find attached.
ham,I will send you the details by 10:00.
ham,The report is ready. Please find attached.
ham,Please review the document and let me know.
spam,Free gift card worth ! Claim at http://spam-link.com
ham,Please review the document and let me know.
ham,Just wanted to check in. Hope you are doing well.
ham,Welcome to the team! Looking forward to working with you.
ham,Thanks for the feedback. I will incorporate it.
ham,The package has been delivered.
ham,The meeting went well. Next steps are...
ham,Happy birthday! Have a great day!
spam,FREE entry to win  cash! Text WIN to 3078
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,The payment has been processed successfully.
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,The package has been delivered.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Happy birthday! Have a great day!
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM6756
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
spam,You have  unread messages. Check at http://spam-link.com
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,See you at 9:00 for lunch.
ham,Happy birthday! Have a great day!
ham,See you at 13:00 for lunch.
ham,Can we reschedule our call to 9:00?
ham,Can we reschedule our call to 16:00?
ham,Just wanted to check in. Hope you are doing well.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
ham,Please review the document and let me know.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,The report is ready. Please find attached.
spam,You have  unread messages. Check at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Reminder: appointment at 14:00 tomorrow.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,I will send you the details by 13:00.
ham,Thanks for your help with the project.
ham,The payment has been processed successfully.
ham,Happy birthday! Have a great day!
ham,Just wanted to check in. Hope you are doing well.
spam,Earn  per week from home! Details at http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,The report is ready. Please find attached.
ham,The report is ready. Please find attached.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Happy birthday! Have a great day!
ham,Welcome to the team! Looking forward to working with you.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,Meeting scheduled for 11:00 tomorrow. Please confirm.
ham,The meeting went well. Next steps are...
ham,Thanks for the feedback. I will incorporate it.
ham,The report is ready. Please find attached.
ham,Reminder: appointment at 13:00 tomorrow.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Happy birthday! Have a great day!
ham,Happy birthday! Have a great day!
ham,The meeting went well. Next steps are...
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 8694 now.
ham,Thanks for the feedback. I will incorporate it.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Let me know if you need anything else.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Can we reschedule our call to 10:00?
ham,Welcome to the team! Looking forward to working with you.
ham,Just wanted to check in. Hope you are doing well.
spam,You have  unread messages. Check at http://spam-link.com
ham,Reminder: appointment at 15:00 tomorrow.
ham,Just wanted to check in. Hope you are doing well.
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
spam,You have  unread messages. Check at http://spam-link.com
ham,Quick question: are you free at 9:00?
ham,Quick question: are you free at 11:00?
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,See you at 13:00 for lunch.
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Your order #3801 has been shipped.
ham,Quick question: are you free at 14:00?
ham,Thanks for the feedback. I will incorporate it.
ham,See you at 15:00 for lunch.
ham,Just wanted to check in. Hope you are doing well.
ham,I will send you the details by 9:00.
ham,Welcome to the team! Looking forward to working with you.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,Your order #2243 has been shipped.
ham,The report is ready. Please find attached.
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,I will send you the details by 13:00.
ham,The package has been delivered.
ham,Quick question: are you free at 11:00?
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,The meeting went well. Next steps are...
spam,WINNER! You have won a free vacation worth . Call 3848 now.
ham,Can we reschedule our call to 10:00?
ham,Welcome to the team! Looking forward to working with you.
ham,Happy birthday! Have a great day!
ham,See you at 9:00 for lunch.
ham,Can we reschedule our call to 11:00?
ham,Your order #4133 has been shipped.
ham,The payment has been processed successfully.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,Quick question: are you free at 12:00?
ham,Thanks for your help with the project.
ham,Please review the document and let me know.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
ham,See you at 9:00 for lunch.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Can we reschedule our call to 10:00?
ham,The package has been delivered.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Reminder: appointment at 15:00 tomorrow.
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,I will send you the details by 11:00.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Can we reschedule our call to 9:00?
ham,Quick question: are you free at 12:00?
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Reminder: appointment at 12:00 tomorrow.
spam,Earn  per week from home! Details at http://spam-link.com
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,The report is ready. Please find attached.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Happy birthday! Have a great day!
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM7714
ham,Reminder: appointment at 10:00 tomorrow.
spam,You have  unread messages. Check at http://spam-link.com
ham,Can we reschedule our call to 16:00?
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM7807
ham,Just wanted to check in. Hope you are doing well.
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
ham,Thanks for your help with the project.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
ham,Let me know if you need anything else.
ham,Please review the document and let me know.
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,The meeting went well. Next steps are...
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,See you at 13:00 for lunch.
ham,Reminder: appointment at 16:00 tomorrow.
ham,Meeting scheduled for 9:00 tomorrow. Please confirm.
ham,"Hey, how are you? Let me know when you can meet."
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,The payment has been processed successfully.
spam,You have  unread messages. Check at http://spam-link.com
ham,Happy birthday! Have a great day!
ham,The meeting went well. Next steps are...
ham,The payment has been processed successfully.
ham,The report is ready. Please find attached.
ham,The payment has been processed successfully.
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,The report is ready. Please find attached.
ham,Meeting scheduled for 14:00 tomorrow. Please confirm.
ham,Let me know if you need anything else.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Please review the document and let me know.
ham,Meeting scheduled for 9:00 tomorrow. Please confirm.
spam,WINNER! You have won a free vacation worth . Call 8696 now.
ham,Thanks for the feedback. I will incorporate it.
ham,"Hey, how are you? Let me know when you can meet."
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,Can we reschedule our call to 9:00?
ham,Just wanted to check in. Hope you are doing well.
ham,Thanks for the feedback. I will incorporate it.
ham,Your order #4325 has been shipped.
ham,Welcome to the team! Looking forward to working with you.
ham,I will send you the details by 14:00.
ham,Can we reschedule our call to 14:00?
ham,I will send you the details by 14:00.
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,See you at 14:00 for lunch.
ham,The report is ready. Please find attached.
ham,Let me know if you need anything else.
ham,Just wanted to check in. Hope you are doing well.
ham,See you at 12:00 for lunch.
ham,The report is ready. Please find attached.
ham,Can we reschedule our call to 11:00?
ham,Quick question: are you free at 13:00?
ham,Thanks for your help with the project.
ham,Let me know if you need anything else.
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
spam,FREE entry to win  cash! Text WIN to 9189
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Thanks for the update. I will review it tomorrow.
spam,Earn  per week from home! Details at http://spam-link.com
ham,The meeting went well. Next steps are...
spam,FREE entry to win  cash! Text WIN to 9967
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM881
ham,Thanks for the feedback. I will incorporate it.
ham,"Hey, how are you? Let me know when you can meet."
ham,See you at 13:00 for lunch.
ham,Your order #4035 has been shipped.
ham,Can we reschedule our call to 14:00?
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Please review the document and let me know.
ham,Please review the document and let me know.
ham,Quick question: are you free at 10:00?
ham,Your order #1641 has been shipped.
ham,Welcome to the team! Looking forward to working with you.
ham,Happy birthday! Have a great day!
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Thanks for the update. I will review it tomorrow.
ham,See you at 12:00 for lunch.
ham,Can we reschedule our call to 16:00?
ham,Just wanted to check in. Hope you are doing well.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Please review the document and let me know.
spam,Free gift card worth ! Claim at http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Quick question: are you free at 9:00?
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Let me know if you need anything else.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Thanks for the update. I will review it tomorrow.
ham,Let me know if you need anything else.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Happy birthday! Have a great day!
ham,Happy birthday! Have a great day!
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,"Hey, how are you? Let me know when you can meet."
ham,Your order #873 has been shipped.
spam,FREE entry to win  cash! Text WIN to 2602
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,The report is ready. Please find attached.
ham,Thanks for your help with the project.
ham,The meeting went well. Next steps are...
ham,Thanks for the update. I will review it tomorrow.
spam,WINNER! You have won a free vacation worth . Call 737 now.
ham,Thanks for the update. I will review it tomorrow.
ham,The meeting went well. Next steps are...
ham,Your order #8657 has been shipped.
ham,"Hey, how are you? Let me know when you can meet."
spam,FREE entry to win  cash! Text WIN to 6383
ham,Let me know if you need anything else.
ham,Your order #8433 has been shipped.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,The report is ready. Please find attached.
ham,Thanks for the update. I will review it tomorrow.
ham,The package has been delivered.
ham,The report is ready. Please find attached.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Meeting scheduled for 11:00 tomorrow. Please confirm.
ham,See you at 17:00 for lunch.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,The payment has been processed successfully.
ham,Your order #9622 has been shipped.
ham,Let me know if you need anything else.
ham,The meeting went well. Next steps are...
ham,Can we reschedule our call to 9:00?
ham,Happy birthday! Have a great day!
ham,Reminder: appointment at 16:00 tomorrow.
ham,The meeting went well. Next steps are...
spam,Earn  per week from home! Details at http://spam-link.com
ham,The meeting went well. Next steps are...
ham,Thanks for the update. I will review it tomorrow.
ham,Reminder: appointment at 10:00 tomorrow.
ham,Welcome to the team! Looking forward to working with you.
ham,"Hey, how are you? Let me know when you can meet."
ham,Quick question: are you free at 13:00?
ham,Just wanted to check in. Hope you are doing well.
ham,Thanks for your help with the project.
ham,The report is ready. Please find attached.
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Reminder: appointment at 9:00 tomorrow.
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
ham,Happy birthday! Have a great day!
ham,Happy birthday! Have a great day!
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,I will send you the details by 16:00.
ham,Thanks for the update. I will review it tomorrow.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Your order #770 has been shipped.
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,FREE entry to win  cash! Text WIN to 3430
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,Can we reschedule our call to 15:00?
ham,Welcome to the team! Looking forward to working with you.
spam,You have  unread messages. Check at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
ham,Welcome to the team! Looking forward to working with you.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Just wanted to check in. Hope you are doing well.
spam,Earn  per week from home! Details at http://spam-link.com
ham,Quick question: are you free at 13:00?
spam,Free gift card worth ! Claim at http://spam-link.com
ham,The payment has been processed successfully.
ham,Can we reschedule our call to 9:00?
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
ham,"Hey, how are you? Let me know when you can meet."
ham,The meeting went well. Next steps are...
spam,Free gift card worth ! Claim at http://spam-link.com
